caseId,windowInputBits,slideStepBits,tracebackDepthBits,bitIndex,receiveTimeInputBit,decisionTimeInputBit,region
CC-C-R12-S,64,16,35,98,98,159,boundary
CC-C-R12-S,64,16,35,99,99,159,boundary
CC-C-R12-S,64,16,35,100,100,159,boundary
CC-C-R12-S,64,16,35,101,101,159,boundary
CC-C-R12-S,64,16,35,102,102,159,boundary
CC-C-R12-S,64,16,35,103,103,159,boundary
CC-C-R12-S,64,16,35,104,104,159,boundary
CC-C-R12-S,64,16,35,105,105,159,boundary
CC-C-R12-S,64,16,35,106,106,159,boundary
CC-C-R12-S,64,16,35,107,107,159,boundary
CC-C-R12-S,64,16,35,108,108,159,boundary
CC-C-R12-S,64,16,35,109,109,159,boundary
CC-C-R12-S,64,16,35,110,110,159,middle
CC-C-R12-S,64,16,35,111,111,159,middle
CC-C-R12-S,64,16,35,112,112,175,middle
CC-C-R12-S,64,16,35,113,113,175,middle
CC-C-R12-S,64,16,35,114,114,175,middle
CC-C-R12-S,64,16,35,115,115,175,middle
CC-C-R12-S,64,16,35,116,116,175,middle
CC-C-R12-S,64,16,35,117,117,175,middle
CC-C-R12-S,64,16,35,118,118,175,middle
CC-C-R12-S,64,16,35,119,119,175,middle
CC-C-R12-S,64,16,35,120,120,175,middle
CC-C-R12-S,64,16,35,121,121,175,middle
CC-C-R12-S,64,16,35,122,122,175,middle
CC-C-R12-S,64,16,35,123,123,175,middle
CC-C-R12-S,64,16,35,124,124,175,middle
CC-C-R12-S,64,16,35,125,125,175,middle
CC-C-R12-S,64,16,35,126,126,175,middle
CC-C-R12-S,64,16,35,127,127,175,middle
CC-C-R12-S,64,16,35,128,128,191,middle
CC-C-R12-S,64,16,35,129,129,191,middle
CC-C-R12-S,64,16,35,130,130,191,middle
CC-C-R12-S,64,16,35,131,131,191,middle
CC-C-R12-S,64,16,35,132,132,191,middle
CC-C-R12-S,64,16,35,133,133,191,middle
CC-C-R12-S,64,16,35,134,134,191,middle
CC-C-R12-S,64,16,35,135,135,191,middle
CC-C-R12-S,64,16,35,136,136,191,middle
CC-C-R12-S,64,16,35,137,137,191,middle
CC-C-R12-S,64,16,35,138,138,191,middle
CC-C-R12-S,64,16,35,139,139,191,middle
CC-C-R12-S,64,16,35,140,140,191,boundary
CC-C-R12-S,64,16,35,141,141,191,boundary
CC-C-R12-S,64,16,35,142,142,191,boundary
CC-C-R12-S,64,16,35,143,143,191,boundary
CC-C-R12-S,64,16,35,144,144,207,boundary
CC-C-R12-S,64,16,35,145,145,207,boundary
CC-C-R12-S,64,16,35,146,146,207,boundary
CC-C-R12-S,64,16,35,147,147,207,boundary
CC-C-R12-S,64,16,35,148,148,207,boundary
CC-C-R12-S,64,16,35,149,149,207,boundary
CC-C-R12-S,64,16,35,150,150,207,boundary
CC-C-R12-S,64,16,35,151,151,207,boundary
CC-C-R12-S,64,16,35,152,152,207,boundary
CC-C-R12-S,64,16,35,153,153,207,boundary
CC-C-R12-S,64,16,35,154,154,207,boundary
CC-C-R12-S,64,16,35,155,155,207,boundary
CC-C-R12-S,64,16,35,156,156,207,boundary
CC-C-R12-S,64,16,35,157,157,207,boundary
CC-C-R12-S,64,16,35,158,158,207,boundary
CC-C-R12-S,64,16,35,159,159,207,boundary
CC-C-R12-S,64,16,35,160,160,223,middle
CC-C-R12-S,64,16,35,161,161,223,middle
CC-C-R12-S,64,16,35,162,162,223,middle
CC-C-R12-S,64,16,35,163,163,223,middle
CC-C-R12-S,64,16,35,164,164,223,middle
CC-C-R12-S,64,16,35,165,165,223,middle
CC-C-R12-S,64,16,35,166,166,223,middle
CC-C-R12-S,64,16,35,167,167,223,middle
CC-C-R12-S,64,16,35,168,168,223,middle
CC-C-R12-S,64,16,35,169,169,223,middle
CC-C-R12-S,64,16,35,170,170,223,middle
CC-C-R12-S,64,16,35,171,171,223,middle
CC-C-R12-S,64,16,35,172,172,223,middle
CC-C-R12-S,64,16,35,173,173,223,middle
CC-C-R12-S,64,16,35,174,174,223,middle
CC-C-R12-S,64,16,35,175,175,223,middle
CC-C-R12-S,64,16,35,176,176,239,middle
CC-C-R12-S,64,16,35,177,177,239,middle
CC-C-R12-S,64,16,35,178,178,239,middle
CC-C-R12-S,64,16,35,179,179,239,middle
CC-C-R12-S,64,16,35,180,180,239,middle
CC-C-R12-S,64,16,35,181,181,239,middle
CC-C-R12-S,64,16,35,182,182,239,middle
CC-C-R12-S,64,16,35,183,183,239,middle
CC-C-R12-S,64,16,35,184,184,239,middle
CC-C-R12-S,64,16,35,185,185,239,middle
CC-C-R12-S,64,16,35,186,186,239,middle
CC-C-R12-S,64,16,35,187,187,239,middle
CC-C-R12-S,64,16,35,188,188,239,middle
CC-C-R12-S,64,16,35,189,189,239,middle
CC-C-R12-S,64,16,35,190,190,239,boundary
CC-C-R12-S,64,16,35,191,191,239,boundary
CC-C-R12-S,64,16,35,192,192,255,boundary
CC-C-R12-S,64,16,35,193,193,255,boundary
CC-C-R12-S,64,16,35,194,194,255,boundary
CC-C-R12-S,64,16,35,195,195,255,boundary
CC-C-R12-S,64,16,35,196,196,255,boundary
CC-C-R12-S,64,16,35,197,197,255,boundary
CC-C-R12-S,64,16,35,198,198,255,boundary
CC-C-R12-S,64,16,35,199,199,255,boundary
CC-C-R12-S,64,16,35,200,200,255,boundary
CC-C-R12-S,64,16,35,201,201,255,boundary
CC-C-R12-S,64,16,35,202,202,255,boundary
CC-C-R12-S,64,16,35,203,203,255,boundary
CC-C-R12-S,64,16,35,204,204,255,boundary
CC-C-R12-S,64,16,35,205,205,255,boundary
CC-C-R12-S,64,16,35,206,206,255,boundary
CC-C-R12-S,64,16,35,207,207,255,boundary
CC-C-R12-S,64,16,35,208,208,271,boundary
CC-C-R12-S,64,16,35,209,209,271,boundary
CC-C-R12-S,64,16,35,210,210,271,middle
CC-C-R12-S,64,16,35,211,211,271,middle
CC-C-R12-S,64,16,35,212,212,271,middle
CC-C-R12-S,64,16,35,213,213,271,middle
CC-C-R12-S,64,16,35,214,214,271,middle
CC-C-R12-S,64,16,35,215,215,271,middle
CC-C-R12-S,64,16,35,216,216,271,middle
CC-C-R12-S,64,16,35,217,217,271,middle
CC-C-R12-S,64,16,35,218,218,271,middle
CC-C-R12-S,64,16,35,219,219,271,middle
CC-C-R12-S,64,16,35,220,220,271,middle
CC-C-R12-S,64,16,35,221,221,271,middle
CC-C-R12-S,64,16,35,222,222,271,middle
CC-C-R12-S,64,16,35,223,223,271,middle
CC-C-R12-S,64,16,35,224,224,287,middle
CC-C-R12-S,64,16,35,225,225,287,middle
CC-C-R12-S,64,16,35,226,226,287,middle
CC-C-R12-S,64,16,35,227,227,287,middle
CC-C-R12-S,64,16,35,228,228,287,middle
CC-C-R12-S,64,16,35,229,229,287,middle
CC-C-R12-S,64,16,35,230,230,287,tail
CC-C-R12-S,64,16,35,231,231,287,tail
CC-C-R12-S,64,16,35,232,232,287,tail
CC-C-R12-S,64,16,35,233,233,287,tail
CC-C-R12-S,64,16,35,234,234,287,tail
CC-C-R12-S,64,16,35,235,235,287,tail
CC-C-R12-S,64,16,35,236,236,287,tail
CC-C-R12-S,64,16,35,237,237,287,tail
CC-C-R12-S,64,16,35,238,238,287,tail
CC-C-R12-S,64,16,35,239,239,287,tail
CC-C-R12-S,64,16,35,240,240,303,tail
CC-C-R12-S,64,16,35,241,241,303,tail
CC-C-R12-S,64,16,35,242,242,303,tail
CC-C-R12-S,64,16,35,243,243,303,tail
CC-C-R12-S,64,16,35,244,244,303,tail
CC-C-R12-S,64,16,35,245,245,303,tail
CC-C-R12-S,64,16,35,246,246,303,tail
CC-C-R12-S,64,16,35,247,247,303,tail
CC-C-R12-S,64,16,35,248,248,303,tail
CC-C-R12-S,64,16,35,249,249,303,tail
CC-C-R12-S,64,16,35,250,250,303,tail
CC-C-R12-S,64,16,35,251,251,303,tail
CC-C-R12-S,64,16,35,252,252,303,tail
CC-C-R12-S,64,16,35,253,253,303,tail
CC-C-R12-S,64,16,35,254,254,303,tail
CC-C-R12-S,64,16,35,255,255,303,tail
CC-C-R12-S,64,16,35,256,256,305,tail
CC-C-R12-S,64,16,35,257,257,305,tail
CC-C-R12-S,64,16,35,258,258,305,tail
CC-C-R12-S,64,16,35,259,259,305,tail
CC-C-R12-S,64,16,35,260,260,305,tail
CC-C-R12-S,64,16,35,261,261,305,tail
CC-C-R12-S,64,16,35,262,262,305,tail
CC-C-R12-S,64,16,35,263,263,305,tail
CC-C-R12-S,64,16,35,264,264,305,tail
CC-C-R12-S,64,16,35,265,265,305,tail
CC-C-R12-S,64,16,35,266,266,305,tail
CC-C-R12-S,64,16,35,267,267,305,tail
CC-C-R12-S,64,16,35,268,268,305,tail
CC-C-R12-S,64,16,35,269,269,305,tail
CC-C-R12-S,64,16,35,270,270,305,tail
CC-C-R12-S,64,16,35,271,271,305,tail
CC-C-R12-S,64,16,35,272,272,305,tail
CC-C-R12-S,64,16,35,273,273,305,tail
CC-C-R12-S,64,16,35,274,274,305,tail
CC-C-R12-S,64,16,35,275,275,305,tail
CC-C-R12-S,64,16,35,276,276,305,tail
CC-C-R12-S,64,16,35,277,277,305,tail
CC-C-R12-S,64,16,35,278,278,305,tail
CC-C-R12-S,64,16,35,279,279,305,tail
CC-C-R12-S,64,16,35,280,280,305,tail
CC-C-R12-S,64,16,35,281,281,305,tail
CC-C-R12-S,64,16,35,282,282,305,tail
CC-C-R12-S,64,16,35,283,283,305,tail
CC-C-R12-S,64,16,35,284,284,305,tail
CC-C-R12-S,64,16,35,285,285,305,tail
CC-C-R12-S,64,16,35,286,286,305,tail
CC-C-R12-S,64,16,35,287,287,305,tail
CC-C-R12-S,64,16,35,288,288,305,tail
CC-C-R12-S,64,16,35,289,289,305,tail
CC-C-R12-S,64,16,35,290,290,305,tail
CC-C-R12-S,64,16,35,291,291,305,tail
CC-C-R12-S,64,16,35,292,292,305,tail
CC-C-R12-S,64,16,35,293,293,305,tail
CC-C-R12-S,64,16,35,294,294,305,tail
CC-C-R12-S,64,16,35,295,295,305,tail
CC-C-R12-S,64,16,35,296,296,305,tail
CC-C-R12-S,64,16,35,297,297,305,tail
CC-C-R12-S,64,16,35,298,298,305,tail
CC-C-R12-S,64,16,35,299,299,305,tail
CC-C-R12-S,64,25,35,0,0,63,head
CC-C-R12-S,64,25,35,1,1,63,head
CC-C-R12-S,64,25,35,2,2,63,head
CC-C-R12-S,64,25,35,3,3,63,head
CC-C-R12-S,64,25,35,4,4,63,head
CC-C-R12-S,64,25,35,5,5,63,head
CC-C-R12-S,64,25,35,6,6,63,head
CC-C-R12-S,64,25,35,7,7,63,head
CC-C-R12-S,64,25,35,8,8,63,head
CC-C-R12-S,64,25,35,9,9,63,head
CC-C-R12-S,64,25,35,10,10,63,head
CC-C-R12-S,64,25,35,11,11,63,head
CC-C-R12-S,64,25,35,12,12,63,head
CC-C-R12-S,64,25,35,13,13,63,head
CC-C-R12-S,64,25,35,14,14,63,head
CC-C-R12-S,64,25,35,15,15,63,head
CC-C-R12-S,64,25,35,16,16,63,head
CC-C-R12-S,64,25,35,17,17,63,head
CC-C-R12-S,64,25,35,18,18,63,head
CC-C-R12-S,64,25,35,19,19,63,head
CC-C-R12-S,64,25,35,20,20,63,head
CC-C-R12-S,64,25,35,21,21,63,head
CC-C-R12-S,64,25,35,22,22,63,head
CC-C-R12-S,64,25,35,23,23,63,head
CC-C-R12-S,64,25,35,24,24,63,head
CC-C-R12-S,64,25,35,25,25,88,head
CC-C-R12-S,64,25,35,26,26,88,head
CC-C-R12-S,64,25,35,27,27,88,head
CC-C-R12-S,64,25,35,28,28,88,head
CC-C-R12-S,64,25,35,29,29,88,head
CC-C-R12-S,64,25,35,30,30,88,head
CC-C-R12-S,64,25,35,31,31,88,head
CC-C-R12-S,64,25,35,32,32,88,head
CC-C-R12-S,64,25,35,33,33,88,head
CC-C-R12-S,64,25,35,34,34,88,head
CC-C-R12-S,64,25,35,35,35,88,head
CC-C-R12-S,64,25,35,36,36,88,head
CC-C-R12-S,64,25,35,37,37,88,head
CC-C-R12-S,64,25,35,38,38,88,head
CC-C-R12-S,64,25,35,39,39,88,head
CC-C-R12-S,64,25,35,40,40,88,head
CC-C-R12-S,64,25,35,41,41,88,head
CC-C-R12-S,64,25,35,42,42,88,head
CC-C-R12-S,64,25,35,43,43,88,head
CC-C-R12-S,64,25,35,44,44,88,head
CC-C-R12-S,64,25,35,45,45,88,head
CC-C-R12-S,64,25,35,46,46,88,head
CC-C-R12-S,64,25,35,47,47,88,head
CC-C-R12-S,64,25,35,48,48,88,head
CC-C-R12-S,64,25,35,49,49,88,head
CC-C-R12-S,64,25,35,50,50,113,head
CC-C-R12-S,64,25,35,51,51,113,head
CC-C-R12-S,64,25,35,52,52,113,head
CC-C-R12-S,64,25,35,53,53,113,head
CC-C-R12-S,64,25,35,54,54,113,head
CC-C-R12-S,64,25,35,55,55,113,head
CC-C-R12-S,64,25,35,56,56,113,head
CC-C-R12-S,64,25,35,57,57,113,head
CC-C-R12-S,64,25,35,58,58,113,head
CC-C-R12-S,64,25,35,59,59,113,head
CC-C-R12-S,64,25,35,60,60,113,head
CC-C-R12-S,64,25,35,61,61,113,head
CC-C-R12-S,64,25,35,62,62,113,head
CC-C-R12-S,64,25,35,63,63,113,head
CC-C-R12-S,64,25,35,64,64,113,head
CC-C-R12-S,64,25,35,65,65,113,head
CC-C-R12-S,64,25,35,66,66,113,head
CC-C-R12-S,64,25,35,67,67,113,head
CC-C-R12-S,64,25,35,68,68,113,head
CC-C-R12-S,64,25,35,69,69,113,head
CC-C-R12-S,64,25,35,70,70,113,middle
CC-C-R12-S,64,25,35,71,71,113,middle
CC-C-R12-S,64,25,35,72,72,113,middle
CC-C-R12-S,64,25,35,73,73,113,middle
CC-C-R12-S,64,25,35,74,74,113,middle
CC-C-R12-S,64,25,35,75,75,138,middle
CC-C-R12-S,64,25,35,76,76,138,middle
CC-C-R12-S,64,25,35,77,77,138,middle
CC-C-R12-S,64,25,35,78,78,138,middle
CC-C-R12-S,64,25,35,79,79,138,middle
CC-C-R12-S,64,25,35,80,80,138,middle
CC-C-R12-S,64,25,35,81,81,138,middle
CC-C-R12-S,64,25,35,82,82,138,middle
CC-C-R12-S,64,25,35,83,83,138,middle
CC-C-R12-S,64,25,35,84,84,138,middle
CC-C-R12-S,64,25,35,85,85,138,middle
CC-C-R12-S,64,25,35,86,86,138,middle
CC-C-R12-S,64,25,35,87,87,138,middle
CC-C-R12-S,64,25,35,88,88,138,middle
CC-C-R12-S,64,25,35,89,89,138,middle
CC-C-R12-S,64,25,35,90,90,138,boundary
CC-C-R12-S,64,25,35,91,91,138,boundary
CC-C-R12-S,64,25,35,92,92,138,boundary
CC-C-R12-S,64,25,35,93,93,138,boundary
CC-C-R12-S,64,25,35,94,94,138,boundary
CC-C-R12-S,64,25,35,95,95,138,boundary
CC-C-R12-S,64,25,35,96,96,138,boundary
CC-C-R12-S,64,25,35,97,97,138,boundary
CC-C-R12-S,64,25,35,98,98,138,boundary
CC-C-R12-S,64,25,35,99,99,138,boundary
CC-C-R12-S,64,25,35,100,100,163,boundary
CC-C-R12-S,64,25,35,101,101,163,boundary
CC-C-R12-S,64,25,35,102,102,163,boundary
CC-C-R12-S,64,25,35,103,103,163,boundary
CC-C-R12-S,64,25,35,104,104,163,boundary
CC-C-R12-S,64,25,35,105,105,163,boundary
CC-C-R12-S,64,25,35,106,106,163,boundary
CC-C-R12-S,64,25,35,107,107,163,boundary
CC-C-R12-S,64,25,35,108,108,163,boundary
CC-C-R12-S,64,25,35,109,109,163,boundary
CC-C-R12-S,64,25,35,110,110,163,middle
CC-C-R12-S,64,25,35,111,111,163,middle
CC-C-R12-S,64,25,35,112,112,163,middle
CC-C-R12-S,64,25,35,113,113,163,middle
CC-C-R12-S,64,25,35,114,114,163,middle
CC-C-R12-S,64,25,35,115,115,163,middle
CC-C-R12-S,64,25,35,116,116,163,middle
CC-C-R12-S,64,25,35,117,117,163,middle
CC-C-R12-S,64,25,35,118,118,163,middle
CC-C-R12-S,64,25,35,119,119,163,middle
CC-C-R12-S,64,25,35,120,120,163,middle
CC-C-R12-S,64,25,35,121,121,163,middle
CC-C-R12-S,64,25,35,122,122,163,middle
CC-C-R12-S,64,25,35,123,123,163,middle
CC-C-R12-S,64,25,35,124,124,163,middle
CC-C-R12-S,64,25,35,125,125,188,middle
CC-C-R12-S,64,25,35,126,126,188,middle
CC-C-R12-S,64,25,35,127,127,188,middle
CC-C-R12-S,64,25,35,128,128,188,middle
CC-C-R12-S,64,25,35,129,129,188,middle
CC-C-R12-S,64,25,35,130,130,188,middle
CC-C-R12-S,64,25,35,131,131,188,middle
CC-C-R12-S,64,25,35,132,132,188,middle
CC-C-R12-S,64,25,35,133,133,188,middle
CC-C-R12-S,64,25,35,134,134,188,middle
CC-C-R12-S,64,25,35,135,135,188,middle
CC-C-R12-S,64,25,35,136,136,188,middle
CC-C-R12-S,64,25,35,137,137,188,middle
CC-C-R12-S,64,25,35,138,138,188,middle
CC-C-R12-S,64,25,35,139,139,188,middle
CC-C-R12-S,64,25,35,140,140,188,boundary
CC-C-R12-S,64,25,35,141,141,188,boundary
CC-C-R12-S,64,25,35,142,142,188,boundary
CC-C-R12-S,64,25,35,143,143,188,boundary
CC-C-R12-S,64,25,35,144,144,188,boundary
CC-C-R12-S,64,25,35,145,145,188,boundary
CC-C-R12-S,64,25,35,146,146,188,boundary
CC-C-R12-S,64,25,35,147,147,188,boundary
CC-C-R12-S,64,25,35,148,148,188,boundary
CC-C-R12-S,64,25,35,149,149,188,boundary
CC-C-R12-S,64,25,35,150,150,213,boundary
CC-C-R12-S,64,25,35,151,151,213,boundary
CC-C-R12-S,64,25,35,152,152,213,boundary
CC-C-R12-S,64,25,35,153,153,213,boundary
CC-C-R12-S,64,25,35,154,154,213,boundary
CC-C-R12-S,64,25,35,155,155,213,boundary
CC-C-R12-S,64,25,35,156,156,213,boundary
CC-C-R12-S,64,25,35,157,157,213,boundary
CC-C-R12-S,64,25,35,158,158,213,boundary
CC-C-R12-S,64,25,35,159,159,213,boundary
CC-C-R12-S,64,25,35,160,160,213,middle
CC-C-R12-S,64,25,35,161,161,213,middle
CC-C-R12-S,64,25,35,162,162,213,middle
CC-C-R12-S,64,25,35,163,163,213,middle
CC-C-R12-S,64,25,35,164,164,213,middle
CC-C-R12-S,64,25,35,165,165,213,middle
CC-C-R12-S,64,25,35,166,166,213,middle
CC-C-R12-S,64,25,35,167,167,213,middle
CC-C-R12-S,64,25,35,168,168,213,middle
CC-C-R12-S,64,25,35,169,169,213,middle
CC-C-R12-S,64,25,35,170,170,213,middle
CC-C-R12-S,64,25,35,171,171,213,middle
CC-C-R12-S,64,25,35,172,172,213,middle
CC-C-R12-S,64,25,35,173,173,213,middle
CC-C-R12-S,64,25,35,174,174,213,middle
CC-C-R12-S,64,25,35,175,175,238,middle
CC-C-R12-S,64,25,35,176,176,238,middle
CC-C-R12-S,64,25,35,177,177,238,middle
CC-C-R12-S,64,25,35,178,178,238,middle
CC-C-R12-S,64,25,35,179,179,238,middle
CC-C-R12-S,64,25,35,180,180,238,middle
CC-C-R12-S,64,25,35,181,181,238,middle
CC-C-R12-S,64,25,35,182,182,238,middle
CC-C-R12-S,64,25,35,183,183,238,middle
CC-C-R12-S,64,25,35,184,184,238,middle
CC-C-R12-S,64,25,35,185,185,238,middle
CC-C-R12-S,64,25,35,186,186,238,middle
CC-C-R12-S,64,25,35,187,187,238,middle
CC-C-R12-S,64,25,35,188,188,238,middle
CC-C-R12-S,64,25,35,189,189,238,middle
CC-C-R12-S,64,25,35,190,190,238,boundary
CC-C-R12-S,64,25,35,191,191,238,boundary
CC-C-R12-S,64,25,35,192,192,238,boundary
CC-C-R12-S,64,25,35,193,193,238,boundary
CC-C-R12-S,64,25,35,194,194,238,boundary
CC-C-R12-S,64,25,35,195,195,238,boundary
CC-C-R12-S,64,25,35,196,196,238,boundary
CC-C-R12-S,64,25,35,197,197,238,boundary
CC-C-R12-S,64,25,35,198,198,238,boundary
CC-C-R12-S,64,25,35,199,199,238,boundary
CC-C-R12-S,64,25,35,200,200,263,boundary
CC-C-R12-S,64,25,35,201,201,263,boundary
CC-C-R12-S,64,25,35,202,202,263,boundary
CC-C-R12-S,64,25,35,203,203,263,boundary
CC-C-R12-S,64,25,35,204,204,263,boundary
CC-C-R12-S,64,25,35,205,205,263,boundary
CC-C-R12-S,64,25,35,206,206,263,boundary
CC-C-R12-S,64,25,35,207,207,263,boundary
CC-C-R12-S,64,25,35,208,208,263,boundary
CC-C-R12-S,64,25,35,209,209,263,boundary
CC-C-R12-S,64,25,35,210,210,263,middle
CC-C-R12-S,64,25,35,211,211,263,middle
CC-C-R12-S,64,25,35,212,212,263,middle
CC-C-R12-S,64,25,35,213,213,263,middle
CC-C-R12-S,64,25,35,214,214,263,middle
CC-C-R12-S,64,25,35,215,215,263,middle
CC-C-R12-S,64,25,35,216,216,263,middle
CC-C-R12-S,64,25,35,217,217,263,middle
CC-C-R12-S,64,25,35,218,218,263,middle
CC-C-R12-S,64,25,35,219,219,263,middle
CC-C-R12-S,64,25,35,220,220,263,middle
CC-C-R12-S,64,25,35,221,221,263,middle
CC-C-R12-S,64,25,35,222,222,263,middle
CC-C-R12-S,64,25,35,223,223,263,middle
CC-C-R12-S,64,25,35,224,224,263,middle
CC-C-R12-S,64,25,35,225,225,288,middle
CC-C-R12-S,64,25,35,226,226,288,middle
CC-C-R12-S,64,25,35,227,227,288,middle
CC-C-R12-S,64,25,35,228,228,288,middle
CC-C-R12-S,64,25,35,229,229,288,middle
CC-C-R12-S,64,25,35,230,230,288,tail
CC-C-R12-S,64,25,35,231,231,288,tail
CC-C-R12-S,64,25,35,232,232,288,tail
CC-C-R12-S,64,25,35,233,233,288,tail
CC-C-R12-S,64,25,35,234,234,288,tail
CC-C-R12-S,64,25,35,235,235,288,tail
CC-C-R12-S,64,25,35,236,236,288,tail
CC-C-R12-S,64,25,35,237,237,288,tail
CC-C-R12-S,64,25,35,238,238,288,tail
CC-C-R12-S,64,25,35,239,239,288,tail
CC-C-R12-S,64,25,35,240,240,288,tail
CC-C-R12-S,64,25,35,241,241,288,tail
CC-C-R12-S,64,25,35,242,242,288,tail
CC-C-R12-S,64,25,35,243,243,288,tail
CC-C-R12-S,64,25,35,244,244,288,tail
CC-C-R12-S,64,25,35,245,245,288,tail
CC-C-R12-S,64,25,35,246,246,288,tail
CC-C-R12-S,64,25,35,247,247,288,tail
CC-C-R12-S,64,25,35,248,248,288,tail
CC-C-R12-S,64,25,35,249,249,288,tail
CC-C-R12-S,64,25,35,250,250,305,tail
CC-C-R12-S,64,25,35,251,251,305,tail
CC-C-R12-S,64,25,35,252,252,305,tail
CC-C-R12-S,64,25,35,253,253,305,tail
CC-C-R12-S,64,25,35,254,254,305,tail
CC-C-R12-S,64,25,35,255,255,305,tail
